city,state,age,dateMissing,state_code,city_code,cluster
BOULDER CITY,NV,18,20220608,35,129,2
HUMACAO,PR,17,20240606,41,543,2
HOUSTON,TX,24,20050415,46,541,2
LOS ANGELES,CA,16,20240529,5,682,0
HOUSTON,TX,25,20041020,46,541,2
GEORGETOWN,SC,17,20240520,43,440,2
WAIMANALO,HI,10,20210912,12,1280,0
TRACY,CA,38,20010329,5,1227,0
WEST COVINA,CA,9,20230616,5,1307,0
PHILADELPHIA,PA,17,20220304,40,941,0
BROWNSVILLE,TX,37,20070320,46,152,2
ADELANTO,CA,29,20120303,5,5,2
RAYMOND,WA,40,19960206,51,999,1
RAEFORD,NC,33,20051015,29,989,0
INKSTER,MI,25,20150807,23,555,2
PORTLAND,OR,21,20070726,39,970,0
GREENSBORO,GA,19,20090118,11,474,2
EL PASO,TX,13,20150601,46,345,2
LAKE LOS ANGELES,CA,18,20060911,5,629,0
CANTON,MS,15,20140907,27,178,2
DALLAS,TX,35,20050817,46,292,2
SANTA ROSA,CA,66,19740301,5,1104,1
CANTON,MS,11,20140907,27,178,2
SHIPROCK,NM,37,20040517,34,1130,0
CANTON,MS,12,20140907,27,178,2
PORTERVILLE,CA,35,20080331,5,969,0
SAN ANTONIO,TX,7,20211220,46,1073,0
CEIBA,PR,30,20081126,41,197,2
CANTON,MS,16,20140907,27,178,2
NOGALES,AZ,28,20080516,4,847,0
LOS ANGELES,CA,29,20110626,5,682,0
MOCA,PR,45,19950219,41,771,1
NASHVILLE,TN,35,20030429,45,814,1
ANCHORAGE,AK,17,20240518,1,32,2
COVINGTON,GA,17,20240530,11,274,2
SIOUX FALLS,SD,15,20240518,44,1136,0
LOS ANGELES,CA,15,20240523,5,682,0
MIDLAND,TX,16,20240515,46,758,2
SMITHS STATION,AL,16,20240315,2,1139,0
SURPRISE,AZ,16,20240309,4,1184,0
DACULA,GA,17,20240327,11,289,2
LOS ANGELES,CA,17,20240521,5,682,0
PALM SPRINGS,CA,49,19940530,5,915,1
PHILADELPHIA,PA,7,20240105,40,941,0
REDDING,CA,15,20230926,5,1001,0
MESA,AZ,17,20240518,4,741,0
LOS ANGELES,CA,16,20240520,5,682,0
RIVERSIDE,CA,17,20240326,5,1023,0
COLUMBIA,SC,17,20240208,43,254,2
SACRAMENTO,CA,67,19760616,5,1052,1
MELBOURNE,AR,6,20220722,3,735,0
ALEXANDRIA,VA,17,20220725,48,15,2
CHICAGO,IL,15,20240513,15,219,2
BOWIE,MD,17,20240428,21,131,2
O FALLON,MO,18,20240118,25,870,0
PHOENIX,AZ,3,20230324,4,942,0
FLORALA,AL,16,20221024,2,393,2
ALEXANDRIA,VA,17,20240102,48,15,2
PHOENIX,AZ,4,20230324,4,942,0
RENO,NV,18,20211010,35,1006,0
PHILADELPHIA,PA,16,20220101,40,941,0
LUTHERVILLE,MD,17,20230526,21,691,0
AURORA,IL,20,20110511,15,60,2
DARBY,PA,18,20220923,40,294,2
MESA,AZ,17,20240419,4,741,0
CHICAGO,IL,18,20240325,15,219,2
ARLINGTON,VA,17,20240417,48,46,2
SAN BERNARDINO,CA,18,20240305,5,1075,0
KANSAS CITY,KS,17,20240326,17,586,2
ENCINITAS,CA,3,20231005,5,357,2
ANTIOCH,TN,15,20240417,45,40,2
BURKE,VA,19,20220118,48,164,2
SANTA FE,NM,29,19950901,34,1100,0
WILMINGTON,NC,16,20240428,29,1332,0
OMAHA,NE,17,20240307,31,888,0
CHAMPAIGN,IL,17,20240413,15,205,2
NORTH LAS VEGAS,NV,17,20240413,35,857,0
LEXINGTON,NC,18,20240421,29,657,2
THOMSON,GA,17,20240416,11,1209,0
ANTIOCH,CA,13,20230704,5,40,2
POUGHKEEPSIE,NY,16,20240309,36,976,0
MEMPHIS,TN,17,20240424,45,736,2
DUARTE,CA,10,20200602,5,319,2
COLUMBUS,OH,15,20231215,37,256,2
AZUSA,CA,16,20221111,5,63,2
SAINT CLAIR SHORES,MI,18,20240410,23,1056,0
VICTORIA,TX,20,20210908,46,1269,0
BALTIMORE,MD,18,20231012,21,68,2
COCOA,FL,15,20240407,10,246,2
BEAUFORT,SC,15,20240404,43,78,2
LAURINBURG,NC,37,20040429,29,642,1
BETHEL,AK,46,19960926,1,95,1
JOBOS,PR,17,20240413,41,569,2
MOUND HOUSE,NV,52,19881112,35,796,1
SAN PABLO,CA,58,19790606,5,1087,1
CROSS JUNCTION,VA,16,20240414,48,281,2
EAGLE BUTTE,SD,52,19840918,44,328,1
LARGO,FL,16,20240410,10,636,0
FAYETTEVILLE,NC,17,20240315,29,385,2
VEGA BAJA,PR,18,20240312,41,1265,0
FAIR OAKS,CA,17,20200828,5,373,2
LOS ANGELES,CA,20,20210322,5,682,0
MADERA,CA,11,20240415,5,700,0
CHICAGO,IL,38,20021209,15,219,2
PANORAMA CITY,CA,18,20231018,5,920,0
KENT,WA,21,20200213,51,595,2
LOS ANGELES,CA,18,20240409,5,682,0
PHOENIX,AZ,17,20240404,4,942,0
WATERBURY,CT,17,20240328,7,1294,0
CHISHOLM,MN,27,20030614,24,223,2
GILLETTE,WY,41,19971013,54,445,1
GILBERT,AZ,17,20240329,4,444,2
LOS ANGELES,CA,18,20081214,5,682,0
MESA,AZ,16,20240401,4,741,0
FORT LAUDERDALE,FL,67,19750801,10,404,1
ROCKWELL,NC,17,20240328,29,1034,0
TIFTON,GA,16,20240320,11,1214,0
NEW YORK,NY,60,19810712,36,835,1
KYKOTSMOVI VILLAGE,AZ,36,20080619,4,610,0
EL PASO,TX,17,20240318,46,345,2
NOVATO,CA,17,20230522,5,867,0
GLENDALE,AZ,15,20240205,4,449,2
SAINT CHARLES,MO,59,19790811,25,1055,1
LITTLE ROCK,AR,8,20221023,3,667,0
JONESBORO,GA,17,20230524,11,571,2
CHARLOTTE,NC,16,20240305,29,211,2
WASHINGTON,DC,18,20240307,8,1291,0
ANAHEIM,CA,1,20240206,5,30,2
MOUNT VERNON,AL,17,20240306,2,798,0
WASHINGTON,DC,70,19610721,8,1291,1
WHITEWATER,WI,16,20230905,52,1321,0
WHITEWATER,WI,7,20230905,52,1321,0
WHITEWATER,WI,13,20230905,52,1321,0
WHITEWATER,WI,14,20230905,52,1321,0
PALISADES PARK,NJ,16,20230509,33,912,0
LITTLE ROCK,AR,16,20240221,3,667,0
CYPRESS,TX,5,20230106,46,288,2
MEMPHIS,TN,15,20240220,45,736,2
MUNCIE,IN,16,20240203,16,805,0
FAYETTEVILLE,NC,16,20240229,29,385,2
NEW ORLEANS,LA,17,20231213,19,832,0
CHULA VISTA,CA,13,20240218,5,225,2
POMONA,CA,17,20080730,5,959,0
VAUGHAN,MS,17,20240228,27,1263,0
MONTCLAIR,CA,58,19840329,5,778,1
AURORA,CO,17,20240226,6,60,2
GUAYANILLA,PR,32,20060521,41,483,2
KANNAPOLIS,NC,17,20240228,29,584,2
LONGVIEW,WA,17,20210909,51,679,2
ROWLAND HEIGHTS,CA,4,20200328,5,1046,0
NEW ORLEANS,LA,44,19840306,19,832,1
FITCHBURG,MA,17,20240211,20,391,2
SAINT CLOUD,MN,17,20240226,24,1057,0
WINKELMAN,AZ,9,20180810,4,1335,0
PALMDALE,CA,16,20240208,5,916,0
HENDERSONVILLE,TN,16,20240225,45,512,2
LOS ANGELES,CA,16,20240224,5,682,0
SPOKANE,WA,17,20240223,51,1156,0
EMERALD ISLE,NC,2,20231216,29,356,2
WALDRON,AR,17,20240202,3,1281,0
MEMPHIS,TN,16,20240213,45,736,2
TAMAROA,IL,14,20240223,15,1195,0
MORENO VALLEY,CA,18,20230907,5,787,0
MANASSAS,VA,17,20240126,48,706,2
NEW CASTLE,DE,17,20240118,9,827,0
GOSHEN,IN,18,20231202,16,461,2
LAGUNA,NM,17,20230818,34,623,2
LAGUNA,NM,12,20230818,34,623,2
LAGUNA,NM,17,20230818,34,623,2
MEMPHIS,TN,17,20240213,45,736,2
CHURCH POINT,LA,17,20240127,19,227,2
MILWAUKEE,WI,17,20240213,52,762,2
HOUSTON,TX,14,20230825,46,541,2
CONROE,TX,18,20240209,46,261,2
ARDMORE,PA,55,19790622,40,45,1
ARDMORE,PA,57,19790622,40,45,1
WOODSTOCK,VA,16,20231208,48,1346,0
WHITERIVER,AZ,19,20231215,4,1320,0
JOPLIN,MO,15,20230619,25,575,2
PORTLAND,OR,23,20180415,39,970,0
JOLIET,IL,17,20240120,15,570,2
YEREVAN,,6,20221223,0,1356,0
AIKEN,SC,18,20231223,43,9,2
SPRING,TX,31,20100426,46,1159,0
RUNNING SPRINGS,CA,37,20040208,5,1049,0
WASCO,CA,18,20210817,5,1290,0
RUNNING SPRINGS,CA,49,19930116,5,1049,1
MECCA,CA,17,20230728,5,732,0
ALBUQUERQUE,NM,21,20230315,34,14,2
LOVELAND,CO,16,20231006,6,685,0
BAKERSFIELD,CA,16,20231109,5,64,2
TALLAHASSEE,FL,13,20230602,10,1193,0
GRAND RAPIDS,MI,16,20240124,23,467,2
MEDFORD,MN,14,20231010,24,733,0
VAN NUYS,CA,18,20211220,5,1260,0
CHALLIS,ID,40,19931011,14,203,2
WEST PALM BEACH,FL,19,20220408,10,1308,0
HOLYOKE,MA,17,20240116,20,533,2
TACOMA,WA,28,19990123,51,1190,0
LAS VEGAS,NV,15,20240112,35,638,2
EL MONTE,CA,16,20231230,5,344,2
SAN FRANCISCO,CA,23,20200930,5,1079,0
MESA,AZ,16,20231229,4,741,0
DALE CITY,VA,62,19800905,48,291,1
ARLINGTON,VA,18,20230615,48,46,2
OWENSBORO,KY,17,20240105,18,906,0
SANTA CLARITA,CA,64,19781010,5,1098,1
ERIE,PA,18,20231231,40,361,2
SACRAMENTO,CA,15,20230726,5,1052,0
SAUCIER,MS,17,20231207,27,1107,0
BERKELEY,MO,32,20081230,25,93,2
LOS ANGELES,CA,16,20231212,5,682,0
CONOVER,NC,14,20231206,29,260,2
ANCHORAGE,AK,17,20130401,1,32,2
COLUMBUS,OH,17,20231216,37,256,2
JONESBOROUGH,TN,16,20231215,45,572,2
BEAVER DAM,KY,10,20230929,18,80,2
HONOLULU,HI,33,20020712,12,538,2
BEAVER DAM,KY,8,20230929,18,80,2
HONOLULU,HI,29,20020712,12,538,2
BATON ROUGE,LA,5,20230122,19,74,2
FAIRBURN,GA,21,20230930,11,375,2
SPRINGFIELD,MA,16,20230825,20,1165,0
OPELIKA,AL,18,20231120,2,891,0
TILLAMOOK,OR,13,20230904,39,1217,0
BELL GARDENS,CA,6,20180926,5,84,2
DALLAS,TX,15,20230730,46,292,2
CHAPARRAL,NM,52,19870213,34,208,1
CITRONELLE,AL,19,20231106,2,230,2
CRESTVIEW,FL,14,20231119,10,279,2
WOODLAND HILLS,CA,17,20231018,5,1344,0
MONETT,MO,19,20230506,25,775,0
MINNEAPOLIS,MN,12,20171006,24,763,0
CENTRAL ISLIP,NY,21,20200822,36,199,2
RANCHO CORDOVA,CA,43,19931202,5,993,0
GREENVILLE,SC,16,20231013,43,476,2
BONANZA,OR,34,19981205,39,122,2
ROSEVILLE,CA,17,20231031,5,1043,0
SANTA CLARA,CA,69,19731125,5,1097,1
NORTH LITTLE ROCK,AR,18,20231119,3,859,0
BELLEVILLE,MI,17,20230620,23,85,2
URBANA,IL,17,20231112,15,1254,0
PARADISE VALLEY,AZ,17,20231101,4,921,0
MONTGOMERY,AL,41,20031207,2,781,1
HOUSTON,TX,17,20220624,46,541,2
VIENNA,MO,17,20230727,25,1271,0
EL PASO,TX,16,20110731,46,345,2
ENOREE,SC,17,20230924,43,359,2
SHELBYVILLE,TN,18,20231013,45,1128,0
BUTLER,AL,18,20230914,2,167,2
NORTH MANCHESTER,IN,17,20230108,16,860,0
SALISBURY,NC,17,20231025,29,1070,0
TOLEDO,OH,18,20231022,37,1219,0
UNADILLA,GA,35,19980904,11,1246,0
JOSEPH CITY,AZ,18,20230704,4,576,0
PHOENIX,AZ,15,20230922,4,942,0
SALT LAKE CITY,UT,20,20220716,47,1072,0
BEALETON,VA,19,20230422,48,77,2
LAWTON,OK,18,20230630,38,647,2
PHOENIX,AZ,40,20010517,4,942,0
IRVING,TX,4,20201118,46,558,2
CAMDEN,NJ,66,19790303,33,173,1
RICHMOND,VA,17,20230813,48,1016,0
SELMA,AL,18,20230630,2,1122,0
RIVERSIDE,CA,19,20211020,5,1023,0
KNOXVILLE,TN,17,20230826,45,607,2
TEMPLE HILLS,MD,20,20230425,21,1203,0
NEWARK,NJ,19,20230829,33,836,0
HAYWARD,CA,17,20230906,5,503,2
LOS ANGELES,CA,16,20230404,5,682,0
GRAND CANYON,AZ,50,19920316,4,464,1
PLEASANTVILLE,NY,19,20201009,36,956,0
TOPEKA,KS,18,20230309,17,1223,0
SCOTTSBLUFF,NE,16,20230827,31,1115,0
MATTHEWS,NC,15,20230902,29,724,0
ATLANTA,GA,17,20230713,11,54,2
PORT SAINT LUCIE,FL,15,20170922,10,966,0
WOODBRIDGE,VA,65,19740304,48,1341,1
HACKETTSTOWN,NJ,17,20230829,33,488,2
SANTA FE,TX,56,19831026,46,1100,1
BLANCH,NC,15,20230707,29,112,2
AUSTIN,TX,18,20230219,46,61,2
AMHERST,OH,17,20230719,37,27,2
INDIANAPOLIS,IN,61,19780814,16,553,1
LOS ANGELES,CA,17,20230214,5,682,0
FONTANA,CA,20,20230401,5,398,2
PARTLOW,VA,28,20151205,48,925,0
CHAMPAIGN,IL,17,20230624,15,205,2
FORT MYERS,FL,14,20230805,10,406,2
RAEFORD,NC,18,20230821,29,989,0
MIAMI,FL,18,20230608,10,746,0
MIAMI,FL,17,20230817,10,746,0
REIDSVILLE,NC,17,20230707,29,1004,0
ZELIENOPLE,PA,60,19810922,40,1366,1
LANCASTER,CA,8,20210719,5,634,0
SAINT PAUL,MN,17,20230510,24,1065,0
INGLEWOOD,CA,16,20221223,5,554,0
CLEARWATER,FL,18,20230302,10,237,2
PITTSBURGH,PA,43,19990427,40,950,1
SALT LAKE CITY,UT,19,20220320,47,1072,0
NASHVILLE,TN,17,20220717,45,814,2
REEDSBURG,WI,15,20230612,52,1003,0
MIAMI,FL,2,20221118,10,746,0
FORT WORTH,TX,16,20230801,46,410,2
LOS ANGELES,CA,37,19870803,5,682,0
MESQUITE,TX,19,20230717,46,742,2
SPRING HILL,KS,17,20230803,17,1161,0
FAIRHOPE,AL,19,20230218,2,378,2
ORLANDO,FL,22,20200606,10,898,0
GARY,IN,11,20150725,16,437,2
LAWNDALE,CA,16,20230327,5,644,0
SELMA,AL,32,20100626,2,1122,0
OXNARD,CA,18,20230516,5,908,0
MILWAUKEE,WI,19,20230322,52,762,2
SAINT LOUIS,MO,38,19990715,25,1063,0
HOUSTON,TX,17,20230707,46,541,2
POMPANO BEACH,FL,49,19930826,10,960,1
HOMESTEAD,FL,18,20220128,10,535,2
TACOMA,WA,47,19920917,51,1190,1
AURORA,CO,19,20230609,6,60,2
MEMPHIS,TN,16,20230618,45,736,2
COLUMBUS,OH,40,20020601,37,256,2
CASTAIC,CA,30,20130830,5,188,2
HERMITAGE,TN,17,20230629,45,515,2
BROWNING,MT,7,20210422,28,150,2
DUBOIS,PA,53,19861121,40,321,1
HIALEAH,FL,17,20230623,10,518,2
GATLINBURG,TN,18,20230302,45,438,2
WICHITA,KS,10,20150711,17,1322,0
PORTLAND,OR,22,20100604,39,970,0
CLEVELAND,OH,17,20230617,37,239,2
KANSAS CITY,MO,14,20111003,25,586,2
INDIANAPOLIS,IN,16,20230618,16,553,2
CREST HILL,IL,18,20220911,15,278,2
DALY CITY,CA,30,20120122,5,293,2
MARION,IN,53,19870604,16,719,1
SAINT LOUIS,MO,17,20210224,25,1063,0
WINSTON SALEM,NC,16,20230114,29,1336,0
MOBRIDGE,SD,62,19800801,44,770,1
LUMBERTON,NC,18,20230605,29,690,2
ROGERSVILLE,TN,9,20210615,45,1036,0
THORNTOWN,IN,44,19861005,16,1211,0
SAN ANTONIO,TX,17,20230601,46,1073,0
RADCLIFF,KY,19,20200824,18,988,0
KILLEEN,TX,48,19900722,46,599,1
LOS ANGELES,CA,18,20230121,5,682,0
ROCHESTER,NY,40,20050504,36,1028,1
PLANTATION,FL,19,20230509,10,955,0
KENNER,LA,18,20230305,19,592,2
MOBILE,AL,20,20220325,2,769,0
WYNNE,AR,32,20131201,3,1352,0
DEL VALLE,TX,14,20130429,46,304,2
FRONT ROYAL,VA,18,20230516,48,421,2
CLARKSTON,GA,35,20030128,11,234,2
WASILLA,AK,16,20221009,1,1292,0
TRUJILLO ALTO,PR,17,20230417,41,1232,0
APPLE VALLEY,CA,12,20190418,5,42,2
TRUJILLO ALTO,PR,19,20230417,41,1232,0
TAMPA,FL,16,20230427,10,1196,0
TAYLORS,SC,17,20190425,43,1198,0
MORENO VALLEY,CA,22,20190113,5,787,0
COLUMBIA,TN,37,20040411,45,254,2
BRADENTON,FL,63,19770501,10,134,1
ROSEVILLE,CA,17,20230201,5,1043,0
VALLEJO,CA,19,20230304,5,1257,0
COLUMBIA,TN,17,20230416,45,254,2
QUEEN CREEK,AZ,18,20220115,4,984,0
CLEWISTON,FL,2,20220601,10,240,2
CHICAGO,IL,17,20230323,15,219,2
CHARLESTON,SC,63,19790704,43,210,1
RENO,NV,52,19830509,35,1006,1
VENTURA,CA,18,20230312,5,1267,0
OAKVILLE,WA,8,20210210,51,877,2
PHOENIX,AZ,16,20230324,4,942,0
WESTWEGO,LA,52,19880401,19,1316,1
GREENWOOD,MS,20,20210215,27,478,2
MARION,IN,51,19930329,16,719,1
LEXINGTON,KY,16,20230323,18,657,0
BROOKLYN,NY,36,20050820,36,147,2
MEMPHIS,TN,17,20221026,45,736,2
CEDAR CITY,UT,18,20230204,47,192,2
CEDAR CITY,UT,14,20230204,47,192,2
FAIRFIELD,CT,16,20230325,7,377,2
CHATTANOOGA,TN,18,20221211,45,215,2
CEDAR CITY,UT,15,20230204,47,192,2
WEST CHESTER,OH,17,20221106,37,1305,0
AUGUSTA,GA,50,19900318,11,59,1
AUGUSTA,GA,50,19900318,11,59,1
PHOENIX,AZ,17,20230404,4,942,0
TUCSON,AZ,20,20220527,4,1233,0
NEW BRAUNFELS,TX,15,20110204,46,825,2
PASADENA,TX,18,20230409,46,926,0
MEMPHIS,TN,22,20190415,45,736,2
CHARMCO,WV,17,20220513,53,213,2
LOS ANGELES,CA,22,20200914,5,682,0
MILWAUKEE,WI,17,20230329,52,762,2
AZUSA,CA,18,20220421,5,63,2
HERNANDO,MS,64,19771223,27,516,1
AUGUSTA,GA,17,20230207,11,59,2
SALINAS,CA,20,20220514,5,1069,0
FOLEY,AL,17,20211105,2,397,2
EVERMAN,TX,8,20230324,46,370,2
STATEN ISLAND,NY,35,19910920,36,1169,0
CLIO,AL,16,20230304,2,243,2
ATLANTA,GA,63,19711114,11,54,1
OPA LOCKA,FL,17,20230214,10,890,0
MIDLAND,TX,17,20230313,46,758,2
NORTH LAS VEGAS,NV,21,20060610,35,857,0
ANAHEIM,CA,4,20221229,5,30,2
ANAHEIM,CA,3,20221229,5,30,2
LITTLETON,CO,17,20221217,6,669,0
COVINA,CA,17,20230107,5,273,2
ROCHESTER,NY,32,20090212,36,1028,0
SCOTT CITY,MO,65,19790417,25,1114,1
KANSAS CITY,MO,17,20230210,25,586,2
ANTIOCH,TN,33,20080419,45,40,2
FORT LAUDERDALE,FL,5,20221028,10,404,2
CLIFTON HEIGHTS,PA,12,20221025,40,241,2
CLIFTON HEIGHTS,PA,10,20221025,40,241,2
GALVESTON,TX,19,20220420,46,432,2
BELL GARDENS,CA,12,20221219,5,84,2
BELL GARDENS,CA,2,20221219,5,84,2
BELL GARDENS,CA,8,20221219,5,84,2
BELL GARDENS,CA,6,20221219,5,84,2
HONOLULU,HI,36,20031013,12,538,2
MORRISTOWN,NJ,21,20200103,33,791,0
COLLEGE STATION,TX,17,20221203,46,251,2
CHICAGO,IL,32,20080115,15,219,2
FAYETTEVILLE,NC,19,20221229,29,385,2
ATLANTA,GA,46,19781106,11,54,2
PORTLAND,OR,54,19900702,39,970,1
NEWPORT NEWS,VA,17,20230123,48,839,2
GREENSBORO,NC,16,20230213,29,474,2
LONDON,OH,17,20210303,37,676,2
RAPID CITY,SD,15,20190203,44,996,0
HEFLIN,AL,28,20130930,2,508,0
TRAVELERS REST,SC,24,20201011,43,1228,0
SUNNYVALE,CA,9,20181019,5,1183,0
INDIANAPOLIS,IN,19,20230121,16,553,2
HAZARD,KY,18,20221209,18,504,2
DALLAS,TX,24,20151125,46,292,2
FORT COLLINS,CO,16,20220726,6,403,2
SIMI VALLEY,CA,19,20220829,5,1135,0
FORT LAUDERDALE,FL,19,20230124,10,404,2
CORNELIUS,NC,13,20221123,29,268,2
GLENS FALLS,NY,66,19710818,36,451,1
BALTIMORE,MD,38,20010602,21,68,2
CITRONELLE,AL,17,20230125,2,230,2
KAILUA,HI,40,19900622,12,581,1
OLATHE,KS,17,20220704,17,886,0
BRYANT,AR,21,20211007,3,155,2
PORTLAND,OR,4,20221202,39,970,0
PORTLAND,OR,7,20221202,39,970,0
FREMONT,CA,56,19821005,5,418,1
FORT LAUDERDALE,FL,28,20131022,10,404,2
HEATH,OH,16,20230104,37,507,2
HEATH,OH,19,20230103,37,507,2
BAKERSFIELD,CA,16,20201120,5,64,2
OMAHA,NE,19,20221231,31,888,0
SPRINGDALE,AR,20,20141220,3,1164,0
FREMONT,NE,17,20221018,31,418,2
WRIGHTSVILLE,PA,21,20221217,40,1351,0
LANCASTER,CA,16,20221110,5,634,0
CULPEPER,VA,19,20220728,48,285,2
FEDERAL WAY,WA,34,20071221,51,386,2
MIAMI,FL,19,20220710,10,746,0
DETROIT,MI,22,20190408,23,309,2
GLENDALE,AZ,19,20210822,4,449,2
LAS VEGAS,NV,15,20221111,35,638,2
FREDERICKSBURG,VA,20,20220330,48,415,2
LAS VEGAS,NV,17,20221111,35,638,2
HIDDENITE,NC,53,19890601,29,520,1
HILLIARD,OH,41,20010324,37,522,1
VALLEJO,CA,24,20160525,5,1257,0
BRIDGEPORT,CT,45,19810605,7,141,1
ROBINSON TOWNSHIP,PA,63,19771021,40,1027,1
ALEXANDRIA,VA,23,20211127,48,15,2
BURIEN,WA,57,19820702,51,163,1
BROOKLYN,NY,49,19900906,36,147,1
LINCOLN,NE,7,20220311,31,661,2
OMAK,WA,19,20220401,51,889,0
COLUMBUS,OH,10,20150506,37,256,2
FREDERICK,MD,49,19920824,21,414,1
SEATTLE,WA,17,20141106,51,1119,0
TEMPE,AZ,14,20111118,4,1201,0
KATONAH,NY,54,19770206,36,588,1
CINCINNATI,OH,20,20220405,37,228,2
KATONAH,NY,51,19770206,36,588,1
PLANO,TX,17,20221107,46,954,0
BALTIMORE,MD,19,20211231,21,68,2
BRIDGEPORT,CT,33,20011107,7,141,2
ANAHEIM,CA,18,20220908,5,30,2
TUCSON,AZ,45,19910612,4,1233,0
CHICAGO,IL,10,20171205,15,219,2
LOS ANGELES,CA,15,20140910,5,682,0
BROOKLYN,NY,36,19890329,36,147,2
JACKSONVILLE,FL,22,20191118,10,563,2
KANKAKEE,IL,39,20010911,15,583,1
BROOKLYN,NY,12,20210928,36,147,2
KANSAS CITY,KS,17,20221011,17,586,2
BALTIMORE,MD,23,20170204,21,68,2
GREENSBORO,NC,18,20220930,29,474,2
VALDOSTA,GA,25,20021014,11,1256,0
TULSA,OK,59,19810801,38,1236,1
DALLAS,TX,19,20210802,46,292,2
LOS ANGELES,CA,22,20220302,5,682,0
BOWLING GREEN,KY,25,20140115,18,132,2
VAN NUYS,CA,17,20220906,5,1260,0
MUSKOGEE,OK,44,19970318,38,808,1
KANSAS CITY,MO,17,20220915,25,586,2
PALMDALE,CA,15,20220714,5,916,0
FRESNO,CA,19,20220430,5,420,2
SPRINGDALE,PA,56,19810522,40,1164,1
MORENO VALLEY,CA,19,20220521,5,787,0
GREAT SMOKY MOUNTAINS,NC,64,19761008,29,471,1
LAKE ELMO,MN,57,19880119,24,627,1
OAKLAND,CA,18,20220620,5,876,0
ATWATER,CA,59,19820913,5,56,1
ADJUNTAS,PR,50,19760706,41,6,1
LAKELAND,FL,57,19830822,10,631,1
ROCKFORD,AL,57,19840601,2,1030,1
BROWNSBURG,IN,23,20180522,16,151,2
BAKERSFIELD,CA,27,20150330,5,64,2
BROWNSBURG,IN,23,20180522,16,151,2
TIFTON,GA,35,20070707,11,1214,0
LAREDO,TX,19,20080701,46,635,2
AUSTIN,TX,16,20220625,46,61,2
ALICEVILLE,AL,19,20211017,2,17,2
BALTIMORE,MD,45,19911201,21,68,2
MOBILE,AL,27,20120614,2,769,0
DAVIS,CA,16,20120118,5,298,2
TRACY,CA,17,20220120,5,1227,0
WICHITA,KS,17,20220728,17,1322,0
MORENO VALLEY,CA,18,20220803,5,787,0
POMONA,CA,13,20131112,5,959,0
SAN FRANCISCO,CA,30,20130521,5,1079,0
CLEMSON,SC,47,19980412,43,238,1
POTTSVILLE,PA,55,19880101,40,974,1
PORTLAND,OR,20,20220710,39,970,0
RICE,TX,22,20200419,46,1013,0
BLOOMINGTON,IL,3,20220207,15,113,2
MARIETTA,GA,23,20150413,11,717,0
BALTIMORE,MD,56,19720401,21,68,1
LITTLE ROCK,AR,17,20220614,3,667,0
JACKSON,MI,20,20211125,23,562,2
NORWALK,CT,63,19760212,7,866,1
MEMPHIS,TN,18,20220402,45,736,2
MILAN,TN,42,19960816,45,760,1
LOS ANGELES,CA,12,20190416,5,682,0
PEMBROKE PINES,FL,27,20030423,10,931,0
HAUPPAUGE,NY,60,19811030,36,502,1
WOODINVILLE,WA,5,20200810,51,1342,0
ALEXANDRIA,VA,16,20210613,48,15,2
FARMVILLE,VA,43,20020829,48,383,1
CHAPARRAL,NM,23,20211219,34,208,2
FULLERTON,CA,23,20170624,5,423,2
TEZOYUCA,,19,20140529,0,1207,0
CAMDEN,MS,13,20140301,27,173,2
HOUSTON,TX,14,20180530,46,541,2
FLINT,MI,40,19980922,23,392,1
HOUSTON,TX,19,20180530,46,541,2
FORT PIERCE,FL,19,20220313,10,407,2
WASHINGTON,DC,19,20140301,8,1291,0
NORFOLK,VA,49,19930705,48,849,1
PITTSBURGH,PA,48,19900801,40,950,1
FORT LAUDERDALE,FL,23,20170520,10,404,2
GRAND RAPIDS,MI,20,20220415,23,467,2
BENTON HARBOR,MI,36,20010215,23,92,2
HOUSTON,TX,16,20160601,46,541,2
BOWLING GREEN,KY,26,20140115,18,132,2
LIBERTY,MO,26,20170502,25,658,2
SPRINGFIELD,MA,17,20220421,20,1165,0
BEMIDJI,MN,26,20161031,24,89,2
BLADENSBURG,MD,32,20060912,21,110,2
PORTLAND,TX,11,20210328,46,970,0
PIEDMONT,SC,36,20071003,43,943,1
DALLAS,TX,17,20220418,46,292,2
HESPERIA,CA,15,20191006,5,517,2
TOPEKA,KS,26,20000512,17,1223,0
TOPEKA,KS,24,20000512,17,1223,0
LA VERNE,CA,17,20220411,5,618,0
BRONX,NY,17,20080215,36,146,2
COLUMBIA,SC,19,20220106,43,254,2
LOS ANGELES,CA,19,20220205,5,682,0
MEMPHIS,TN,20,20211008,45,736,2
SMYRNA,TN,19,20220318,45,1141,0
WESTMINSTER,CA,18,20220215,5,1314,0
MESA,AZ,40,20010812,4,741,1
